employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP101098,Utami Firmansyah,Store,Finance Officer,IT,Product Dev,Technology,IV,S1,Psychology,46,0.050505051,0.040816327,4,5,0.04040404,5,5,0.050505051,4,0.050505051,5,94,ESTP,96,69,DC,30,3,,6,3,1,4,3,2,0,5,8,7,5,1,8,3,7,8,0,9,6,Competition,Harmony,Individualization,Focus,Adaptability,0.308724832,4.7,0.72445465,1,5,0.5,0,16.9480346
EMP101099,Nabila Kusuma,HQ,Sales Supervisor,HR,Talent Management,Technology,III,S1,Design,84,0.02020202,0.010204082,2,3,0.01010101,3,2,0.02020202,3,0.02020202,,113,,26,97,IC,30,6,1,7,,5,5,6,7,0.875,1,1,8,1,0.75,2,1,7,9,0.5,6,9,Intellection,Responsibility,Belief,Ideation,Command,0.563758389,2.2,0.655568312,0,5,0,1,32.42959257
EMP101100,Fitri Jatmiko Setiawan,Plant,HRBP,IT,Operations,Technology,V,S1,Economics,43,0.03030303,0.020408163,3,2,0.03030303,3,3,0.03030303,3,0.03030303,3,124,ENFJ,50,34,CD,33,2,6,8,5,1,6,7,4,0.875,8,1,7,3,,9,2,4,1,1,5,9,Learner,Adaptability,Positivity,Competition,Ideation,0.288590604,2.9,0.555683123,0,5,1,0,
EMP101101,Nugroho Yudhistira Lukman,Store,Finance Officer,Marketing,Talent Management,HR & Corp Affairs,III,S1,Economics,9,0.03030303,0.030612245,3,3,0.03030303,3,3,0.04040404,,0.02020202,3,,ESFP,86,37,DC,,8,6,,7,1,8,3,4,0,9,2,7,7,0,4,9,2,5,0.375,6,3,Maximizer,Developer,Self-Assurance,Deliberative,Ideation,0.060402685,3.111111111,0.470723307,0,5,0,1,22.9347
EMP101102,Novi Sinaga,Plant,Data Analyst,IT,Operations,Technology,III,S2,Engineering,81,0.050505051,0.030612245,4,4,0.03030303,4,4,0.03030303,5,0.04040404,,97,INTJ,73,86,ID,20,1,,1,3,6,,5,8,0.75,9,8,6,4,1,6,4,6,6,0.625,4,7,Woo,Consistency,Input,Positivity,Responsibility,0.543624161,4,0.672789897,0,5,0,0,19.62399854
EMP101103,Wulan Lestari Saputra,Store,Sales Supervisor,Finance,Product Dev,Technology,V,S1,Statistics,39,0.050505051,0.040816327,4,5,0.050505051,5,5,0.050505051,5,0.050505051,5,80,INFJ,90,71,DI,28,1,5,7,4,5,7,9,1,0.875,7,5,6,6,0.625,1,3,5,4,,2,4,Positivity,,Futuristic,Deliberative,Self-Assurance,0.261744966,4.9,0.648679679,1,4,1,2,
EMP101104,Oktavia Lestari,HQ,Finance Officer,HR,Talent Management,Commercial,V,SMA,Statistics,65,0.02020202,0.010204082,2,3,0.03030303,1,2,0.01010101,2,0.01010101,2,120,ENFP,91,51,DI,30,2,4,4,1,8,1,5,1,0.25,8,4,3,3,0.25,2,2,8,1,0.75,5,6,Arranger,,,Achiever,Command,0.436241611,1.9,0.731343284,0,3,1,0,17.47526344
EMP101105,Kartika Saputra Siregar,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,S2,Engineering,36,0.02020202,0.010204082,2,2,0.02020202,2,1,0.03030303,1,0.01010101,2,,ENTP,51,41,CD,,2,7,8,8,2,1,5,7,1,3,2,4,1,0.875,8,2,2,4,0.875,1,,Command,Connectedness,Woo,Activator,Focus,0.241610738,1.8,0.258323766,0,5,0,1,29.05853006
EMP101106,Sari Siregar,Distribution,Brand Executive,Marketing,Talent Management,Technology,III,S1,Economics,59,0.050505051,0.030612245,4,3,0.03030303,4,,0.050505051,4,0.04040404,4,,ESFJ,60,47,IC,,6,9,3,2,1,8,7,8,0.5,5,,,6,0.25,4,1,7,5,0.875,1,3,Deliberative,Responsibility,Individualization,Developer,Relator,0.395973154,4,0.3673938,0,5,0,0,13.13481284
EMP101107,Mahendra Fadillah Pradana,Plant,HRBP,R&D,Sales,Commercial,V,S1,Economics,51,0.02020202,0,,1,0.01010101,1,1,0.01010101,1,0.01010101,1,89,ESTP,97,66,CD,30,7,8,6,4,1,7,4,3,0.375,,5,,5,1,9,3,,9,0,2,,,Context,Responsibility,Arranger,Adaptability,0.342281879,1.111111111,0.714121699,0,4,1,0,17.593788
EMP101108,Dewi Pradana,HQ,Supply Planner,IT,Sales,HR & Corp Affairs,V,S1,Engineering,21,0.02020202,0.030612245,3,2,0.03030303,3,3,0.03030303,2,0.03030303,3,110,ISFJ,96,92,SI,22,2,4,5,5,8,8,7,9,0.875,9,7,4,3,0.375,8,8,,,0.5,4,3,Learner,Developer,,,,0.140939597,2.8,0.827784156,0,2,1,0,19.21607387
EMP101109,Bella Suharto,Store,Data Analyst,HR,Product Dev,HR & Corp Affairs,V,SMA,Engineering,43,0.02020202,0.010204082,2,2,0.02020202,2,2,0.02020202,2,0.01010101,4,84,ESFP,31,94,IS,26,1,2,9,,6,2,1,6,,8,5,,7,0.125,4,4,4,7,,4,1,Focus,Discipline,Ideation,Context,Arranger,0.288590604,1.9,0.531572905,0,5,1,0,
EMP101110,Rani Simanjuntak,Plant,HRBP,R&D,Product Dev,Commercial,V,S2,Business,63,0.03030303,0.020408163,3,2,0.03030303,3,3,,,,,85,ENFJ,31,31,CD,29,8,4,5,2,2,6,3,3,0.5,1,2,6,6,0.875,4,7,2,5,0.375,7,4,,Developer,,Restorative,Connectedness,0.422818792,2.857142857,0.352468427,0,3,1,1,
EMP101111,Bella Firmansyah,HQ,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,III,D3,Economics,98,0.04040404,0.040816327,3,99,0.050505051,4,5,0.04040404,4,0.050505051,4,,ENTJ,72,57,,,3,4,4,4,9,2,5,1,0,8,8,9,5,0.625,2,2,1,1,0.625,6,3,Context,Positivity,Connectedness,Deliberative,Focus,0.657718121,13.8,0.476463835,0,5,0,0,14.95677977
EMP101112,Budi Firmansyah,Distribution,Brand Executive,Operations,Digital Marketing,Commercial,III,S1,Business,52,0.050505051,0.030612245,3,4,0.04040404,4,5,0.04040404,4,0.050505051,4,96,ISFJ,55,45,DS,40,5,8,9,6,7,9,,2,0.125,4,7,3,,0.75,2,2,8,,0.5,2,9,Restorative,Adaptability,Positivity,Strategic,Deliberative,0.348993289,4.2,0.548794489,0,5,0,1,29.53462747
EMP101113,Evi Syahputra,Distribution,HRBP,HR,Talent Management,Technology,V,S2,Design,30,0.01010101,,1,1,0.01010101,1,1,0.01010101,1,0.02020202,1,93,ESTJ,91,66,SD,35,5,5,4,8,,7,1,5,0.875,2,6,9,7,0.625,7,9,8,7,1,6,9,Activator,Maximizer,Restorative,Connectedness,Command,0.201342282,1.111111111,0.717566016,0,5,1,2,
EMP101114,Tania Fauziah,Distribution,Brand Executive,Operations,Product Dev,Commercial,III,D3,Psychology,38,0.03030303,0.020408163,3,2,0.03030303,2,3,0.03030303,,0.02020202,3,84,ENTJ,27,67,IS,30,10,1,2,5,3,3,9,1,0.5,5,1,8,5,0.875,6,,8,4,1,8,4,Competition,Connectedness,Focus,Developer,Command,0.255033557,2.666666667,0.469575201,0,5,0,0,15.5382255
EMP101115,Valdo Putra,Plant,Supply Planner,R&D,Product Dev,Commercial,V,D3,Statistics,34,0.01010101,0,1,1,0.01010101,1,1,0.01010101,1,,2,90,INTP,46,54,CS,26,3,6,6,6,3,7,,9,0.125,,4,5,2,0.75,4,2,4,,1,6,4,Futuristic,Includer,Intellection,Harmony,Competition,0.228187919,1,0.473019518,0,5,1,2,
EMP101116,Dimas Tri Zulfikar,Distribution,HRBP,HR,Operations,Commercial,III,S1,Business,36,0.01010101,,3,2,0.02020202,1,2,0.02020202,2,0.02020202,4,,ENFP,77,59,DI,29,2,1,,3,1,6,,6,0.625,7,5,1,6,0.75,6,6,2,7,0.125,3,2,Input,,Woo,Analytical,Communication,0.241610738,1.888888889,0.43771527,0,4,0,0,
EMP101117,Rendra Indrawan,Plant,Sales Supervisor,Marketing,Operations,Commercial,V,SMA,Business,57,0.02020202,0.010204082,2,2,0.02020202,1,1,0.02020202,1,0.03030303,2,,ENFP,50,20,DS,,4,5,9,6,7,5,4,5,1,3,1,6,3,0.625,,,2,3,0.75,7,5,Analytical,Intellection,Deliberative,Competition,Adaptability,0.382550336,1.8,0.143513203,0,5,1,1,30.25022343
EMP101118,Maya Dharma Kurniawan,Store,HRBP,IT,Operations,Technology,V,S1,Economics,1,0.02020202,0,2,3,0.02020202,2,2,0.01010101,1,0.02020202,2,81,ISFJ,56,88,DI,28,8,,4,9,9,1,9,,1,8,4,3,5,0.875,3,6,9,6,0.5,6,,Includer,Belief,Learner,Intellection,Command,0.006711409,1.8,0.617680827,0,5,1,1,33.04874915
EMP101119,Utami Lestari,Distribution,Brand Executive,Marketing,Product Dev,Commercial,III,S1,Economics,40,0.01010101,0,1,2,0.01010101,2,1,0.02020202,2,0.02020202,1,,INFP,82,72,DS,,8,3,1,1,1,6,4,,0.375,1,3,3,3,0.625,,7,6,6,0.5,4,4,Positivity,Command,Developer,Deliberative,Self-Assurance,0.268456376,1.5,0.648679679,0,5,0,1,28.68135139
EMP101120,Gita Rahmawati,Distribution,Data Analyst,HR,Talent Management,Technology,V,D3,Economics,52,0.03030303,0.020408163,3,2,0.03030303,2,3,0.02020202,3,0.03030303,3,97,INTP,69,47,DC,15,5,8,1,8,,3,5,2,0.25,6,3,3,2,0.5,,1,4,8,0.375,8,5,Positivity,Empathy,Achiever,Responsibility,Ideation,0.348993289,2.7,0.521239954,0,5,1,0,15.32896462
EMP101121,Gita Hasibuan,Distribution,Sales Supervisor,HR,Digital Marketing,Commercial,V,D3,Business,28,0.02020202,0.020408163,3,2,0.02020202,2,2,0.02020202,3,0.02020202,2,132,ISFJ,60,49,SC,35,4,6,7,7,8,3,3,6,1,2,7,1,2,0.25,8,7,2,7,0.25,5,9,Woo,Activator,Consistency,Ideation,Context,0.187919463,2.3,0.683122847,0,5,1,1,31.67399008
EMP101122,Maya Utami,Distribution,Brand Executive,Operations,Product Dev,HR & Corp Affairs,IV,D3,Design,48,0.04040404,0.030612245,3,2,0.04040404,,3,0.03030303,4,0.03030303,3,95,INTJ,88,68,,19,5,4,,4,1,8,,3,0.875,1,7,6,4,0.375,4,9,5,1,0.25,6,4,Responsibility,Empathy,,Arranger,Activator,0.322147651,3.333333333,0.665901263,0,4,0.5,1,31.63712359
EMP101123,Dian Kurniawan,Store,Data Analyst,R&D,Product Dev,HR & Corp Affairs,III,S2,Engineering,50,0.03030303,0.010204082,2,,0.03030303,4,3,0.03030303,3,0.02020202,5,87,ESFJ,95,64,SI,23,5,5,3,4,,9,6,2,0.25,6,7,9,3,0.875,9,3,3,4,1,3,2,Positivity,Includer,,Belief,Analytical,0.33557047,2.777777778,0.662456946,1,4,0,0,17.03809487
EMP101124,Cahyo Tri Maulida,Plant,Brand Executive,R&D,Product Dev,Technology,III,S2,Statistics,77,0.04040404,0.030612245,4,4,0.03030303,5,4,,3,0.04040404,4,,ESFP,80,35,CD,29,9,5,5,7,6,6,6,,0.75,9,,7,3,0,5,3,6,2,0.75,3,4,Focus,Adaptability,,,Connectedness,0.516778523,3.888888889,0.377439724,0,3,0,0,
EMP101125,Nabila Halim,Store,Supply Planner,R&D,Operations,HR & Corp Affairs,V,S1,Statistics,18,0.03030303,0.010204082,2,4,0.02020202,3,4,0.02020202,3,0.04040404,,115,ESTJ,38,60,IS,27,10,8,6,8,2,6,1,3,0.75,6,6,5,5,0.25,1,8,1,1,,1,4,Analytical,Input,Arranger,Competition,Discipline,0.120805369,2.9,0.579793341,0,5,1,0,
EMP101126,Ayunda Jatmiko Zulfikar,HQ,Finance Officer,IT,Digital Marketing,Technology,IV,S1,Psychology,61,0.050505051,0.030612245,3,4,0.04040404,4,4,0.03030303,4,0.04040404,4,80,ISTP,63,43,ID,28,5,,4,3,6,6,1,,1,8,7,9,,0.125,2,,8,8,0,3,3,Activator,Arranger,Deliberative,Belief,Positivity,0.409395973,3.9,0.473019518,0,5,0.5,1,28.97156795
EMP101127,Valdo Hasibuan,Store,Brand Executive,IT,Talent Management,Commercial,V,S2,Design,48,0.04040404,0.030612245,4,3,,3,3,0.04040404,4,0.04040404,4,94,ESTJ,78,84,DI,35,10,9,8,7,,1,8,7,0.25,8,3,6,2,1,4,9,5,3,,9,,Command,Belief,Intellection,,Maximizer,0.322147651,3.666666667,0.755453502,0,4,1,1,
EMP101128,Kartika Setiawan,Plant,Sales Supervisor,Finance,Digital Marketing,Commercial,V,S1,Statistics,78,0.01010101,0.010204082,2,3,0.01010101,1,3,0.02020202,2,0.01010101,2,82,ISFP,61,49,DC,40,5,6,1,6,8,1,,1,0,8,9,,7,0.25,3,4,3,,,2,1,Positivity,Competition,,Deliberative,Connectedness,0.523489933,1.8,0.535017222,0,4,1,0,
EMP101129,Rendra Purnama,HQ,HRBP,IT,Talent Management,Commercial,IV,S1,Business,72,0.03030303,0.010204082,3,4,0.04040404,2,2,0.04040404,3,0.03030303,3,101,INFJ,99,79,IC,27,7,8,,7,8,8,9,,1,8,,3,7,0.375,,3,7,2,0.875,7,4,Woo,Focus,,Discipline,Self-Assurance,0.483221477,3,0.796785304,0,4,0.5,1,35.86837086
EMP101130,Rifqi Kusuma,Distribution,Brand Executive,R&D,Sales,Technology,V,SMA,Psychology,24,0.03030303,,5,4,0.03030303,5,3,0.03030303,4,0.04040404,4,104,ENTJ,49,40,DS,36,5,2,4,4,,8,4,6,0.25,1,7,6,8,1,3,6,6,6,1,6,8,Woo,Deliberative,Activator,Connectedness,Learner,0.161073826,3.777777778,0.524684271,0,5,1,1,
EMP101131,Lestari Candra Nugroho,Distribution,Finance Officer,IT,Operations,Technology,IV,S1,Business,42,0.04040404,0.040816327,5,5,0.04040404,4,4,0.050505051,4,0.03030303,4,108,ISFJ,67,84,,34,9,5,3,3,6,4,2,9,0.25,7,3,4,5,1,3,1,4,8,0.125,4,2,Adaptability,Discipline,Communication,Achiever,Futuristic,0.281879195,4.3,0.758897819,0,5,0.5,1,33.00040982
EMP101132,Umar Pradana,Distribution,Finance Officer,IT,Talent Management,HR & Corp Affairs,V,D3,Economics,39,0.03030303,0.010204082,3,3,0.03030303,,2,,3,0.04040404,3,112,ESTJ,77,70,CI,32,4,2,1,7,4,3,6,9,0.625,7,5,8,2,0.875,9,,,1,0.25,2,4,Consistency,Individualization,Self-Assurance,Developer,Significance,0.261744966,2.875,0.7347876,0,5,1,1,
EMP101133,Rendra Subekti,HQ,Sales Supervisor,HR,Digital Marketing,Technology,III,S1,Business,62,0.04040404,0.030612245,5,4,0.04040404,,4,0.050505051,4,0.050505051,4,108,INTJ,90,50,CI,33,5,5,8,8,6,8,9,2,0.875,9,7,3,8,0.875,6,3,6,2,0.625,4,2,Command,Restorative,Intellection,Individualization,Maximizer,0.416107383,4.333333333,0.703788749,0,5,0,2,49.57544357
EMP101134,Kurnia Dharma Putra,Plant,Supply Planner,IT,Product Dev,Commercial,III,SMA,Economics,96,0.03030303,0.030612245,3,4,0.050505051,5,4,0.04040404,,0.03030303,,109,INFP,22,80,DI,31,3,7,9,5,7,9,5,3,0.75,6,5,9,2,0.25,4,2,5,3,1,4,9,Restorative,Input,Discipline,Individualization,Connectedness,0.644295302,3.888888889,0.562571757,0,5,0,1,32.26128395
EMP101135,Adit Rohman,HQ,Data Analyst,Operations,Talent Management,Technology,V,S2,Business,28,0.04040404,0.010204082,,2,0.04040404,3,3,0.02020202,2,0.03030303,,116,,25,40,DS,37,3,4,4,,7,,9,4,0.875,4,5,2,1,1,2,2,8,5,1,8,5,Consistency,,Deliberative,Learner,Belief,0.187919463,2.777777778,0.479908152,0,4,1,0,20.04127108
EMP101136,Arif Saputra Halim,Distribution,Brand Executive,R&D,Sales,Commercial,III,S2,Design,55,0.04040404,0.040816327,3,4,0.050505051,5,3,0.04040404,4,0.04040404,4,116,ISTJ,30,57,DC,33,1,3,3,1,9,3,7,1,0.625,3,5,3,1,0.5,,7,1,7,0,7,4,Analytical,Learner,Discipline,Individualization,Competition,0.369127517,4.1,0.535017222,0,5,0,0,13.51855253
EMP101137,Nabila Putra,Distribution,Data Analyst,Marketing,Operations,Technology,V,SMA,Business,25,0.03030303,0.020408163,3,3,0.03030303,2,3,0.03030303,3,,3,,ESTJ,70,75,DS,,7,,9,8,2,,7,6,,9,5,7,7,0.125,3,,6,7,,,6,Ideation,Command,Relator,Consistency,Intellection,0.167785235,2.888888889,0.591274397,0,5,1,1,
EMP101138,Rizka Kusuma,Distribution,Supply Planner,IT,Digital Marketing,Technology,V,D3,Engineering,39,0.050505051,,4,5,0.04040404,4,4,0.04040404,4,0.04040404,4,137,ISFP,25,57,IS,25,3,9,1,8,1,7,,6,1,6,3,2,5,0.5,1,7,1,5,0.5,4,8,Input,Arranger,Achiever,Discipline,Individualization,0.261744966,4.222222222,0.56946039,0,5,1,0,
EMP101139,Rendra Gunawan,HQ,Sales Supervisor,Marketing,Product Dev,Commercial,V,SMA,Economics,65,0.04040404,0.020408163,4,,0.04040404,4,3,0.04040404,4,0.03030303,4,,ENFJ,44,28,CI,,7,7,5,3,6,5,6,4,0.125,3,1,2,4,,5,3,3,2,0.125,3,2,Context,Connectedness,Consistency,Empathy,Achiever,0.436241611,3.666666667,0.172215844,0,5,1,0,
EMP101140,Wahyu Nabila Purnama,HQ,Data Analyst,Finance,Talent Management,Commercial,IV,S1,Statistics,61,0.02020202,,1,2,0.01010101,2,2,0.01010101,1,0.02020202,2,128,ENFJ,53,56,SI,16,8,7,8,7,8,1,9,9,0.75,2,3,2,9,0.625,5,6,5,8,0,3,6,Command,Significance,Learner,Discipline,Empathy,0.409395973,1.555555556,0.617680827,0,5,0.5,0,
EMP101141,Dwi Hartanto,Plant,Finance Officer,Finance,Digital Marketing,Technology,III,S2,Economics,95,,0.010204082,2,2,,2,2,0.02020202,3,0.02020202,2,,ISFJ,66,43,ID,26,7,1,8,3,7,2,3,9,0.75,4,2,7,9,0.5,7,2,6,3,0.375,9,6,Harmony,Maximizer,Communication,Positivity,Input,0.637583893,2.125,0.330080367,0,5,0,0,
EMP101142,Rani Kusuma Putra,Distribution,Brand Executive,R&D,Product Dev,Technology,V,S1,Business,76,0.02020202,0,2,3,0.03030303,2,2,0.02020202,3,0.03030303,2,113,ENFP,36,57,SI,22,1,3,1,5,8,6,7,,0.375,5,3,7,4,0.75,1,,1,5,0.375,4,6,Responsibility,Harmony,Empathy,Positivity,Communication,0.510067114,2.3,0.507462687,0,5,1,0,17.08708365
EMP101143,Ayunda Purnama,HQ,Sales Supervisor,Finance,Operations,Technology,V,D3,Design,65,0.01010101,0.010204082,2,2,0.02020202,2,2,0.02020202,2,0.02020202,2,127,ESTP,42,81,DC,38,3,8,4,6,4,7,6,2,0.875,6,9,8,2,1,4,1,2,,0,2,1,Significance,Ideation,Self-Assurance,Learner,Intellection,0.436241611,1.9,0.721010333,0,5,1,2,49.9666309
EMP101144,Rifqi Maulida,HQ,Brand Executive,HR,Talent Management,Technology,IV,S2,Statistics,37,0.02020202,0.010204082,4,2,0.02020202,3,,0.04040404,3,0.03030303,,93,ENFJ,94,64,SD,31,4,7,1,7,1,2,4,6,0.625,2,3,1,,0.25,,6,9,6,0.5,2,2,,Belief,,Input,Context,0.248322148,2.777777778,0.703788749,0,3,0.5,0,15.60986825
EMP101145,Yoga Adi Halim,Store,Brand Executive,Operations,Operations,Commercial,V,S2,Psychology,46,0.04040404,0.030612245,3,4,0.04040404,4,,0.04040404,3,0.03030303,,90,ISFP,99,40,DC,35,8,4,5,6,,7,5,5,0.75,,,7,,0,3,1,4,4,0.75,4,2,Discipline,Competition,Woo,Developer,Self-Assurance,0.308724832,3.666666667,0.655568312,0,5,1,1,32.74319514
EMP101146,Ayu Suharto,Distribution,Brand Executive,Marketing,Product Dev,Commercial,III,SMA,Statistics,37,0.02020202,0.010204082,2,1,0.02020202,3,2,0.02020202,3,0.02020202,2,,ISTP,48,46,IC,,9,,3,,1,7,3,2,0.625,1,5,8,7,,1,3,,8,0.25,6,1,,Woo,Responsibility,Deliberative,Includer,0.248322148,2.1,0.309988519,0,4,0,0,
EMP101147,Anisa Kusuma,Distribution,HRBP,R&D,Operations,Technology,III,S1,Statistics,70,0.04040404,0.020408163,4,4,0.04040404,4,4,0.050505051,,0.03030303,4,111,ISTP,28,20,CD,35,8,7,4,3,7,5,2,9,0.75,,3,7,,0.75,2,7,4,5,0.375,,8,Positivity,Includer,Learner,Adaptability,Discipline,0.469798658,3.888888889,0.414466131,0,5,0,0,15.08242495
EMP101148,Ahmad Hartanto,HQ,Sales Supervisor,IT,Sales,HR & Corp Affairs,IV,S2,Economics,81,0.050505051,0.040816327,5,5,0.050505051,5,5,0.050505051,5,0.04040404,5,137,,20,49,DS,34,2,1,1,5,2,7,7,3,0.5,4,9,4,4,1,4,2,,7,0.75,,3,,Deliberative,Maximizer,Strategic,Individualization,0.543624161,4.9,0.552238806,1,4,0.5,0,20.21097887
EMP101149,Utami Zulfikar Siregar,Store,Brand Executive,Finance,Talent Management,HR & Corp Affairs,V,S1,Economics,46,0.03030303,0.010204082,2,,0.02020202,3,3,0.03030303,3,0.03030303,3,83,INTJ,90,93,SC,20,9,4,3,1,3,2,1,4,0.125,1,6,8,,0.75,5,4,7,1,0.875,1,2,Strategic,Achiever,,Arranger,Deliberative,0.308724832,2.666666667,0.7347876,0,4,1,0,19.31656716
EMP101150,Wahyu Pramudita Indrawan,Distribution,Finance Officer,R&D,Sales,HR & Corp Affairs,V,S2,Economics,56,0.02020202,,,3,0.03030303,2,,0.03030303,4,0.02020202,3,118,ENTP,76,53,CI,39,1,6,1,1,6,8,8,4,0.375,5,1,9,3,0.5,2,3,4,8,0,2,6,Self-Assurance,Deliberative,Developer,Analytical,,0.375838926,2.714285714,0.707233065,0,4,1,1,
EMP101151,Dwi Adi Wijaya,Distribution,HRBP,HR,Talent Management,Commercial,III,D3,Business,28,0.03030303,,5,3,0.03030303,5,4,0.050505051,4,0.050505051,4,86,ISTP,49,94,CI,22,9,4,6,4,8,9,2,1,0.125,8,3,7,7,1,2,1,4,,0.5,4,6,Developer,Achiever,Harmony,Command,Self-Assurance,0.187919463,4.111111111,0.61423651,0,5,0,1,
EMP101152,Dewi Nabila Hasibuan,Distribution,Brand Executive,Marketing,Product Dev,Commercial,IV,D3,Business,74,0.04040404,0.010204082,3,4,0.03030303,3,3,0.03030303,2,0.04040404,3,,ENFP,29,21,SI,,8,9,8,5,9,6,7,1,0.625,4,1,7,9,0.25,9,9,2,2,0,5,2,Communication,Maximizer,Connectedness,Harmony,Command,0.496644295,3.1,0.051664753,0,5,0.5,0,9.143370348
EMP101153,Ayunda Siregar,HQ,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,III,SMA,Psychology,112,0.02020202,0.020408163,3,4,0.03030303,3,3,0.04040404,3,0.02020202,3,91,INTJ,40,32,,34,5,9,1,5,4,,1,1,0,4,3,6,5,1,2,7,4,1,,8,5,Relator,Input,Deliberative,,Strategic,0.751677852,3,0.414466131,0,4,0,0,
EMP101154,Gita Aji Simanjuntak,HQ,Supply Planner,R&D,Operations,HR & Corp Affairs,III,SMA,Business,78,0.04040404,0.020408163,3,,0.03030303,4,3,0.03030303,4,0.04040404,5,116,ISFP,49,75,SC,41,2,3,5,9,9,,8,7,,8,3,,8,0.125,9,1,6,2,0.75,7,8,Deliberative,Input,Adaptability,Empathy,Includer,0.523489933,3.444444444,0.693455798,1,5,0,0,
EMP101155,Rizki Baskara Permadi,Plant,Data Analyst,Marketing,Operations,HR & Corp Affairs,III,S1,Statistics,128,0.02020202,0.030612245,3,2,0.02020202,3,4,0.03030303,3,0.03030303,,,ESFP,56,22,CD,,1,3,8,6,1,7,3,5,0.125,6,1,3,4,0.625,3,3,9,,0,8,6,Relator,Arranger,Deliberative,Restorative,Context,0.859060403,2.9,0.172215844,0,5,0,1,25.35958063
EMP101156,Adi Halim,Plant,HRBP,Finance,Product Dev,Technology,III,S2,Business,55,0.01010101,0.020408163,3,3,0.02020202,2,1,,3,0.02020202,,,ESTJ,100,63,IC,25,3,9,1,7,1,2,,9,0.5,7,9,9,9,0,,3,7,4,0.75,8,1,Communication,Belief,Ideation,Restorative,Woo,0.369127517,2.222222222,0.541044776,0,5,0,1,
EMP101157,Galih Iqbal Pradana,Distribution,Brand Executive,HR,Product Dev,HR & Corp Affairs,IV,D3,Economics,61,0.050505051,0.030612245,4,3,0.04040404,4,4,0.050505051,4,0.04040404,,108,ENTJ,48,69,SC,32,1,9,4,5,8,8,9,5,0.5,8,2,4,2,,5,5,,4,1,2,8,Discipline,Analytical,Ideation,Developer,Consistency,0.409395973,4.1,0.607347876,0,5,0.5,0,
EMP101158,Putri Saputra Sinaga,Store,Data Analyst,IT,Sales,HR & Corp Affairs,III,SMA,Economics,56,0.050505051,0.030612245,4,4,0.04040404,4,3,0.050505051,4,,4,127,ENTP,34,50,DS,30,8,8,4,9,2,9,4,2,0.5,8,2,4,8,1,6,4,7,2,1,6,1,Includer,Ideation,Responsibility,Consistency,Restorative,0.375838926,4.111111111,0.576349024,0,5,0,1,
EMP101159,Vania Maulana,Distribution,Finance Officer,Finance,Sales,Commercial,V,S2,Business,111,0.03030303,0.030612245,3,3,0.03030303,4,3,0.03030303,2,0.02020202,5,111,INTP,92,66,SC,25,5,2,9,6,5,1,1,3,0.625,1,,2,9,0.875,1,2,8,9,0.125,8,9,Futuristic,Analytical,Strategic,Consistency,Competition,0.744966443,3,0.748564868,1,5,1,1,36.60941926
EMP101160,Oka Lestari Wijaya,Store,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,III,SMA,Design,52,0.02020202,0,,2,,1,,0.02020202,1,0.02020202,2,,ENTP,78,31,CI,,2,1,6,1,5,1,3,8,0.75,9,7,1,9,0.625,1,3,9,6,,7,1,Self-Assurance,Belief,Relator,Context,Woo,0.348993289,1.571428571,0.355912744,0,5,0,1,
EMP101161,Fajar Ramadhan,HQ,Finance Officer,HR,Operations,Technology,III,S2,Statistics,1,0.03030303,0.030612245,3,3,0.03030303,2,3,0.03030303,3,,3,87,,26,28,DC,30,10,6,2,2,4,9,2,1,,8,9,9,,0.875,8,5,7,7,0.375,1,,Empathy,Analytical,Intellection,Activator,Significance,0.006711409,3,0.342135476,0,5,0,2,
EMP101162,Hadi Lestari,Plant,Finance Officer,R&D,Digital Marketing,Technology,IV,S1,Engineering,61,0.01010101,0,,1,,6,1,0.01010101,1,0.01010101,1,86,ESFP,39,59,DS,21,5,3,2,4,2,1,9,5,0.625,7,,6,,0.75,8,7,3,6,0.5,5,7,Maximizer,Communication,Positivity,Responsibility,Significance,0.409395973,1.625,0.442020666,0,5,0.5,0,
EMP101163,Maya Suharto,HQ,Finance Officer,HR,Digital Marketing,Commercial,V,S1,Economics,32,0.03030303,0.010204082,3,2,0.04040404,2,3,,3,,3,99,ESFJ,26,38,SC,31,8,2,9,6,4,,6,3,0.625,7,,4,3,0.875,4,2,1,5,0,2,,Activator,Strategic,Positivity,Empathy,,0.214765101,2.75,0.414466131,0,4,1,1,
